     RUTE
174	1586	35
175	1586	39
176	1581	9
177	1581	40
178	1581	54
179	1581	61
180	1581	64
181	1581	65
182	1581	68
183	1583	9
184	1583	40
185	1583	54
186	1583	61
187	1583	64
188	1583	68
189	1688	39
190	1688	35
191	1688	9
192	1688	68
193	1685	9
194	1685	54
195	1685	61
196	1685	68
197	1586	68
198	1586	65
199	1586	64
200	1586	61
201	1586	54
202	1586	40
203	1586	9
204	1684	68
205	1684	65
206	1684	64
207	1684	61
208	1684	54
209	1684	9
210	1580	68
211	1580	65
212	1580	64
213	1580	61
214	1580	54
215	1580	40
216	1580	9
217	1682	68
218	1682	9
219	1582	68
220	1582	65
221	1582	64
222	1582	61
223	1582	54
224	1582	40
225	1582	9
226	8004	68
227	8004	67
228	8004	66
229	8004	65
230	8004	64
231	8004	63
232	8004	62
233	8004	61
234	8004	60
235	8004	59
236	8004	58
237	8004	57
238	8004	56
239	8004	55
240	8004	54
241	8004	53
242	8004	52
243	8004	51
244	8004	50
245	8004	49
246	8004	48
247	8004	47
248	8004	46
249	8004	45
250	8004	44
251	8004	43
252	8004	42
253	8004	41
254	8004	40
255	8004	9
256	1686	68
257	1686	9
258	1686	35
259	1686	39
260	1584	68
261	1686	65
262	1686	64
263	1686	61
264	1686	54
265	1686	9
266	3023	8
267	3023	20
268	3023	21
269	3023	22
270	3023	23
271	3023	24
272	3023	25
273	3023	26
274	3023	27
275	3023	28
276	3023	29
277	3023	30
278	3023	31
279	3023	32
280	3023	33
281	3023	34
282	3023	35
283	3023	36
284	3023	37
285	3023	38
286	3023	39
287	1273	8
288	1273	20
289	1273	24
290	1273	31
291	1273	33
292	1273	34
293	1273	35
294	1273	39
295	12731	8
296	12731	20
297	12731	24
298	12731	31
299	12731	33
300	12731	34
301	12731	35
302	12731	39
303	3024	8
304	3024	20
305	3024	21
306	3024	22
307	3024	23
308	3024	24
309	3024	25
310	3024	26
311	3024	27
312	3024	28
313	3024	29
314	3024	30
315	3024	31
316	3024	32
317	3024	33
318	3024	34
319	3024	35
320	3024	36
321	3024	37
322	3024	38
323	3024	39
324	72	9
325	72	72
326	72	76
327	72	81
328	72	86
329	9033	9
330	9033	69
331	9033	70
332	9033	72
333	9033	74
334	9033	76
335	9033	81
336	9033	86
337	9001	9
338	9001	69
339	9001	70
340	9001	71
341	9001	72
342	9001	73
343	9001	74
344	9001	75
345	9001	76
346	9001	77
347	9001	78
348	9001	79
349	9001	80
350	9001	81
351	9001	82
352	9001	83
353	9001	84
354	9001	85
355	9001	86
356	1823	9
357	1823	72
358	1823	76
359	1823	81
360	1823	86
361	1691	9
362	1691	72
363	1691	76
364	1691	81
365	1691	86
366	9003	9
367	9003	69
368	9003	70
369	9003	71
370	9003	72
371	9003	73
372	9003	74
373	9003	75
374	9003	76
375	9003	77
376	9003	78
377	9003	79
378	9003	80
379	9003	81
380	9003	82
381	9003	83
382	9003	84
383	9003	85
384	9003	86
385	9035	9
386	9035	69
387	9035	70
388	9035	72
389	9035	74
390	9035	76
391	9035	81
392	9035	86
393	9015	9
394	9015	69
395	9015	70
396	9015	72
397	9015	74
398	9015	76
399	9015	81
400	9015	86
401	9037	9
402	9037	69
403	9037	70
404	9037	72
405	9037	74
406	9037	76
407	9037	81
408	9037	86
409	1693	9
410	1693	72
411	1693	76
412	1693	81
413	1693	86
414	1835	9
415	1835	72
416	1835	76
417	1835	81
418	1835	86
419	9007	9
420	9007	69
421	9007	70
422	9007	72
423	9007	74
424	9007	76
425	9007	81
426	9007	86
427	1897	9
428	1897	72
429	1897	76
430	1897	81
431	1897	86
432	1597	9
433	1597	72
434	1597	76
435	1597	81
436	1597	86
437	78	9
438	78	72
439	78	76
440	78	81
441	78	86
442	1821	9
443	1821	72
444	1821	76
445	1821	81
446	1821	86
447	1822	9
448	1822	72
449	1822	76
450	1822	81
451	1822	86
452	9000	9
453	9000	69
454	9000	70
455	9000	72
456	9000	74
457	9000	76
458	9000	81
459	9000	86
460	1692	9
461	1692	72
462	1692	76
463	1692	81
464	1692	86
465	9010	9
466	9010	69
467	9010	70
468	9010	71
469	9010	72
470	9010	73
471	9010	74
472	9010	75
473	9010	76
474	9010	77
475	9010	78
476	9010	79
477	9010	80
478	9010	81
479	9010	82
480	9010	83
481	9010	84
482	9010	85
483	9010	86
484	73	9
485	73	72
486	73	76
487	73	81
488	73	86
